year,subject,topic,exam,exercise,exercise_type
2008,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Septiembre,Ejercicio 4 Opción A,cantidad química
2008,quimica,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2008,quimica,cantidad_quimica,Reserva 1,Ejercicio 5 Opción A,estequiometría (riqueza)
2008,quimica,cantidad_quimica,Reserva 1,Ejercicio 5 Opción B,disoluciones
2008,quimica,cantidad_quimica,Reserva 2,Ejercicio 6 Opción A,estequiometría (riqueza)
2008,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2008,quimica,cantidad_quimica,Septiembre,Ejercicio 4 Opción A,cantidad química
2007,quimica,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2007,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2007,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (reactivo limitante)
2007,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2007,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2007,quimica,cantidad_quimica,Reserva 4,Ejercicio 6 Opción A,estequiometría (reactivo limitante)
2007,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2007,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2007,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (reactivo limitante)
2007,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2007,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2007,quimica,cantidad_quimica,Reserva 4,Ejercicio 6 Opción A,estequiometría (reactivo limitante)
2007,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2007,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción A,estequiometría (riqueza)
2006,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2006,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 1,Ejercicio 5 Opción B,disoluciones
2006,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 4,Ejercicio 4 Opción A,cantidad química
2006,quimica,cantidad_quimica,Reserva 4,Ejercicio 6 Opcion A,estequiometría (riqueza)
2006,quimica,cantidad_quimica,Septiembre,Ejercicio 4 Opción A,cantidad química
2006,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción A,estequiometría (riqueza)
2006,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2006,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 1,Ejercicio 5 Opción B,disoluciones
2006,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2006,quimica,cantidad_quimica,Reserva 4,Ejercicio 4 Opción A,cantidad química
2006,quimica,cantidad_quimica,Reserva 4,Ejercicio 6 Opcion A,estequiometría (riqueza)
2006,quimica,cantidad_quimica,Septiembre,Ejercicio 4 Opción A,cantidad química
2005,quimica,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2005,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2005,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2005,quimica,cantidad_quimica,Reserva 4,Ejercicio 5 Opcion A,disoluciones
2005,quimica,cantidad_quimica,Reserva 4,Ejercicio 5 Opción B,estequiometría (riqueza)
2005,quimica,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (reactivo limitante)
2005,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2005,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2005,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2005,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2005,quimica,cantidad_quimica,Reserva 4,Ejercicio 5 Opcion A,disoluciones
2005,quimica,cantidad_quimica,Reserva 4,Ejercicio 5 Opción B,estequiometría (riqueza)
2005,quimica,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (reactivo limitante)
2005,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2004,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opcion A,disoluciones
2004,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,estequiometría (riqueza)
2004,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2004,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (riqueza)
2004,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2004,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opcion A,disoluciones
2004,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,estequiometría (riqueza)
2004,quimica,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2004,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2004,quimica,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (riqueza)
2004,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción A,disoluciones
2003,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (riqueza)
2003,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2003,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opcion A,cantidad química
2003,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Septiembre,Ejercicio 6 Opción A,estequiometría (riqueza)
2003,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Junio,Ejercicio 5 Opción A,disoluciones
2003,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (riqueza)
2003,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2003,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opcion A,cantidad química
2003,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2003,quimica,cantidad_quimica,Septiembre,Ejercicio 6 Opción A,estequiometría (riqueza)
2003,quimica,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2002,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2002,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Reserva 2,Ejercicio 6 Opcióon A,disoluciones
2002,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opción A,cantidad química
2002,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Reserva 4,Ejercicio 5 Opción A,disoluciones
2002,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2002,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2002,quimica,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2002,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2002,quimica,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Reserva 2,Ejercicio 6 Opcióon A,disoluciones
2002,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opción A,cantidad química
2002,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2002,quimica,cantidad_quimica,Reserva 4,Ejercicio 5 Opción A,disoluciones
2002,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2002,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2001,quimica,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2001,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opcióon A,disoluciones
2001,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2001,quimica,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2001,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opcióon A,disoluciones
2001,quimica,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2000,quimica,cantidad_quimica,Junio,Ejercicio 2 Opcion A,cantidad química
2000,quimica,cantidad_quimica,Junio,Ejercicio 5 Opcióon A,estequiometría (rendimiento)
2000,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opcion A,cantidad química
2000,quimica,cantidad_quimica,Reserva 1,Ejercicio 6 Opcion A,disoluciones
2000,quimica,cantidad_quimica,Reserva 2,Ejercicio 4 Opción A,cantidad química
2000,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2000,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opción B,cantidad química
2000,quimica,cantidad_quimica,Reserva 3,Ejercicio 6 Opción B,estequiometría (riqueza)
2000,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción A,cantidad química
2000,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2000,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2000,quimica,cantidad_quimica,Junio,Ejercicio 2 Opcion A,cantidad química
2000,quimica,cantidad_quimica,Junio,Ejercicio 5 Opcióon A,estequiometría (rendimiento)
2000,quimica,cantidad_quimica,Reserva 1,Ejercicio 2 Opcion A,cantidad química
2000,quimica,cantidad_quimica,Reserva 1,Ejercicio 6 Opcion A,disoluciones
2000,quimica,cantidad_quimica,Reserva 2,Ejercicio 4 Opción A,cantidad química
2000,quimica,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2000,quimica,cantidad_quimica,Reserva 3,Ejercicio 4 Opción B,cantidad química
2000,quimica,cantidad_quimica,Reserva 3,Ejercicio 6 Opción B,estequiometría (riqueza)
2000,quimica,cantidad_quimica,Reserva 4,Ejercicio 2 Opción A,cantidad química
2000,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2000,quimica,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2024,quimica,cinetica,Reserva 1,Ejercicio B2,cálculo de unidades de la constante de velocidad
2023,quimica,cinetica,Reserva 1,Ejercicio B6,cálculo del valor de la constante cinética o la velocidad de reacción
2023,quimica,cinetica,Reserva 2,Ejercicio B6,verdadero o falso
2022,quimica,cinetica,Junio,Ejercicio B2,cálculo de unidades de la constante de velocidad
2022,quimica,cinetica,Reserva 4,B6,cálculo del valor de la constante cinética o la velocidad de reacción
2021,quimica,cinetica,Reserva 1,Ejercicio B6,verdadero o falso
2021,quimica,cinetica,Reserva 4,Ejercicio B2,cálculo del valor de la constante cinética o la velocidad de reacción
2020,quimica,cinetica,Reserva 4,Ejercicio B2,verdadero o falso
2020,quimica,cinetica,Septiembre,B6,cálculo del valor de la constante cinética o la velocidad de reacción
2019,quimica,cinetica,Reserva 1,Ejercicio 4 Opción B,verdadero o falso
2019,quimica,cinetica,Reserva 3,Ejercicio 3 Opción A,cálculo del valor de la constante cinética o la velocidad de reacción
2018,quimica,cinetica,Reserva 2,Ejercicio 4 Opción B,verdadero o falso
2018,quimica,cinetica,Reserva 4,Ejercicio 3 Opción A,cálculo del valor de la constante cinética o la velocidad de reacción
2017,quimica,cinetica,Reserva 3,Ejercicio 3 Opción A,verdadero o falso
2017,quimica,cinetica,Septiembre,Ejercicio 4 Opción B,cálculo de unidades de la constante de velocidad
2015,quimica,cinetica,Junio,Ejercicio 4 Opción A,verdadero o falso
2015,quimica,cinetica,Reserva 2,Ejercicio 3 Opción B,factores que afectan a la velocidad
2014,quimica,cinetica,Septiembre,Ejercicio 3 Opción B,verdadero o falso
2013,quimica,cinetica,Junio,Ejercicio 3 Opción B,cálculo del valor de la constante cinética o la velocidad de reacción
2012,quimica,cinetica,Septiembre,Ejercicio 3 Opción B,
2011,quimica,cinetica,Reserva 1,Ejercicio 3 Opción B,factores que afectan a la velocidad
2010,quimica,cinetica,Reserva 2,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2009,quimica,cinetica,Junio,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2008,quimica,cinetica,Septiembre,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2007,quimica,cinetica,Junio,Ejercicio 3 Opción B,verdadero o falso
2006,quimica,cinetica,Septiembre,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2005,quimica,cinetica,Junio,Ejercicio 3 Opción B,verdadero o falso
2004,quimica,cinetica,Junio,Ejercicio 3 Opción B,factores que afectan a la velocidad
2003,quimica,cinetica,Reserva 3,Ejercicio 3 Opción B,
2002,quimica,cinetica,Reserva 3,Ejercicio 3 Opción B,verdadero o falso
2001,quimica,cinetica,Junio,Ejercicio 3 Opción B,
2001,quimica,cinetica,Reserva 3,Ejercicio 3 Opción B,
2000,quimica,cinetica,Reserva 1,Ejercicio 4 Opción B,
2000,quimica,cinetica,Reserva 2,Ejercicio 3 Opción B,verdadero o falso
2025,quimica,conf_electronica,Julio,Ejercicio 1A,verdadero o falso
2025,quimica,conf_electronica,Julio,Ejercicio 1B,posición(periodo y grupo)
2025,quimica,conf_electronica,Junio,Ejercicio 1A,posición(periodo y grupo)
2025,quimica,conf_electronica,Reserva 1,Ejercicio 1A,posición(periodo y grupo)
2025,quimica,conf_electronica,Reserva 2,Ejercicio 1A,números cuánticos
2024,quimica,conf_electronica,Julio,Ejercicio B1,ion estable
2024,quimica,conf_electronica,Julio,Ejercicio B4,propiedades periódicas
2024,quimica,conf_electronica,Junio,Ejercicio B1,verdadero o falso
2024,quimica,conf_electronica,Junio,Ejercicio B4,posición(periodo y grupo)
2024,quimica,conf_electronica,Reserva 1,Ejercicio B1,números cuánticos
2024,quimica,conf_electronica,Reserva 2,Ejercicio B2,isoelectrónicos
2024,quimica,conf_electronica,Reserva 3,Ejercicio B1,electrón diferenciador
2024,quimica,conf_electronica,Reserva 3,Ejercicio B2,verdadero o falso
2024,quimica,conf_electronica,Reserva 4,Ejercicio B1,electrón diferenciador
2024,quimica,conf_electronica,Reserva 4,Ejercicio B2,verdadero o falso
2023,quimica,conf_electronica,Julio,Ejercicio B1,posición(periodo y grupo)
2023,quimica,conf_electronica,Julio,Ejercicio B4,verdadero o falso
2023,quimica,conf_electronica,Junio,Ejercicio B1,números cuánticos
2023,quimica,conf_electronica,Junio,Ejercicio B2,verdadero o falso
2022,quimica,conf_electronica,Julio,Ejercicio B1,electrón diferenciador
2022,quimica,conf_electronica,Julio,Ejercicio B2,verdadero o falso
2022,quimica,conf_electronica,Junio,Ejercicio B1,electrón diferenciador
2022,quimica,conf_electronica,Reserva 1,Ejercicio B1,ion estable
2022,quimica,conf_electronica,Reserva 1,Ejercicio B2,electrones desapareados
2022,quimica,conf_electronica,Reserva 2,Ejercicio B1,verdadero o falso
2022,quimica,conf_electronica,Reserva 2,Ejercicio B4,posición(periodo y grupo)
2022,quimica,conf_electronica,Reserva 3,Ejercicio B1,números cuánticos
2022,quimica,conf_electronica,Reserva 3,Ejercicio B4,posición(periodo y grupo)
2022,quimica,conf_electronica,Reserva 4,Ejercicio B1,verdadero o falso
2022,quimica,conf_electronica,Reserva 4,Ejercicio B2,propiedades periódicas
2021,quimica,conf_electronica,Julio,Ejercicio B1,electrones desapareados
2021,quimica,conf_electronica,Julio,Ejercicio B4,verdadero o falso
2021,quimica,conf_electronica,Junio,Ejercicio B1,composición atómica
2021,quimica,conf_electronica,Junio,Ejercicio B4,verdadero o falso
2021,quimica,conf_electronica,Reserva 1,Ejercicio B1,verdadero o falso
2021,quimica,conf_electronica,Reserva 1,Ejercicio B2,propiedades periódicas
2021,quimica,conf_electronica,Reserva 2,Ejercicio B1,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2021,quimica,conf_electronica,Reserva 2,Ejercicio B2,isoelectrónicos
2021,quimica,conf_electronica,Reserva 3,Ejercicio B1,electrón diferenciador
2021,quimica,conf_electronica,Reserva 3,Ejercicio B2,verdadero o falso
2021,quimica,conf_electronica,Reserva 4,Ejercicio B1,verdadero o falso
2020,quimica,conf_electronica,Junio,B1,números cuánticos
2020,quimica,conf_electronica,Junio,B4,posición(periodo y grupo)
2020,quimica,conf_electronica,Reserva 1,Ejercicio B1,posición(periodo y grupo)
2020,quimica,conf_electronica,Reserva 1,Ejercicio B2,verdadero o falso
2020,quimica,conf_electronica,Reserva 2,Ejercicio B1,especies isoelectrónicas (Na+ y Ne)
2020,quimica,conf_electronica,Reserva 2,Ejercicio B2,verdadero o falso
2020,quimica,conf_electronica,Reserva 3,Ejercicio B1,ion estable
2020,quimica,conf_electronica,Reserva 3,Ejercicio B4,propiedades periódicas
2020,quimica,conf_electronica,Reserva 4,Ejercicio B1,propiedades periódicas
2020,quimica,conf_electronica,Septiembre,B1,ion estable
2020,quimica,conf_electronica,Septiembre,B2,posición(periodo y grupo)
2019,quimica,conf_electronica,Junio,Ejercicio 2 Opción A,números cuánticos
2019,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,propiedades periódicas
2019,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opción B,ion estable
2019,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opcion A,verdadero o falso
2019,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción B,verdadero o falso
2019,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción B,electrón diferenciador
2019,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opción A,propiedades periódicas
2019,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opción B,electrón diferenciador
2019,quimica,conf_electronica,Septiembre,Ejercicio 2 Opcion A,isoelectrónicos
2018,quimica,conf_electronica,Junio,Ejercicio 2 Opción A,propiedades periódicas
2018,quimica,conf_electronica,Junio,Ejercicio 2 Opción B,verdadero o falso
2018,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,energía de orbitales
2018,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción A,verdadero o falso
2018,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción B,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2018,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción A,números cuánticos
2018,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opción B,energía de orbitales
2018,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,propiedades periódicas
2018,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción B,electrón diferenciador
2017,quimica,conf_electronica,Junio,Ejercicio 2 Opción A,propiedades periódicas
2017,quimica,conf_electronica,Junio,Ejercicio 2 Opción B,electrón diferenciador
2017,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opción A,números cuánticos
2017,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción A,posición(periodo y grupo)
2017,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción B,electrón diferenciador
2017,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,verdadero o falso
2017,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opción B,verdadero o falso
2017,quimica,conf_electronica,Septiembre,Ejercicio 2 Opcion A,especies isoelectrónicas (Na+ y Ne)
2017,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción B,verdadero o falso
2016,quimica,conf_electronica,Junio,Ejercicio 2 Opción B,números cuánticos
2016,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,verdadero o falso
2016,quimica,conf_electronica,Reserva 2,Ejercicio 3 Opción B,electrones desapareados
2016,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,propiedades periódicas
2016,quimica,conf_electronica,Septiembre,Ejercicio 2 Opcion A,ion estable
2015,quimica,conf_electronica,Junio,Ejercicio 3 Opción B,electrones desapareados
2015,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opción B,posición(periodo y grupo)
2015,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción A,verdadero o falso
2015,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción A,especies isoelectrónicas (Na+ y Ne)
2015,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,ion estable
2015,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,números cuánticos
2014,quimica,conf_electronica,Junio,Ejercicio 2 Opcion A,posición(periodo y grupo)
2014,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opcióon A,verdadero o falso
2014,quimica,conf_electronica,Reserva 2,Ejercicio 3 Opción B,electrón diferenciador
2014,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción B,ion estable
2014,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opción A,verdadero o falso
2014,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,posición(periodo y grupo)
2013,quimica,conf_electronica,Junio,Ejercicio 2 Opcion A,propiedades periódicas
2013,quimica,conf_electronica,Reserva 1,Ejercicio 3 Opción B,ion estable
2013,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opcion A,ion estable
2013,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,propiedades periódicas
2013,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,electrones desapareados
2013,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción B,posición(periodo y grupo)
2012,quimica,conf_electronica,Junio,Ejercicio 3 Opción B,verdadero o falso
2012,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opción B,posición(periodo y grupo)
2012,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción A,propiedades periódicas
2012,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,composición atómica
2012,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcióon A,posición(periodo y grupo)
2012,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,posición(periodo y grupo)
2011,quimica,conf_electronica,Junio,Ejercicio 2 Opción A,energías de ionización de cationes
2011,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,posición(periodo y grupo)
2011,quimica,conf_electronica,Reserva 2,Ejercicio 3 Opción B,electrones desapareados
2011,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción B,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2011,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,propiedades periódicas
2011,quimica,conf_electronica,Septiembre,Ejercicio 2 Opcióon A,ion estable
2010,quimica,conf_electronica,Junio,Ejercicio 3 Opción B,isoelectrónicos
2010,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opción B,ion estable
2010,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción A,isoelectrónicos
2010,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción A,números cuánticos
2010,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcióon A,ion estable
2010,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,energías de ionización de cationes
2009,quimica,conf_electronica,Junio,Ejercicio 2 Opción A,energías de ionización de cationes
2009,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opción A,ion estable
2009,quimica,conf_electronica,Reserva 2,Ejercicio 3 Opción B,composición atómica
2009,quimica,conf_electronica,Reserva 3,Ejercicio 2 Opción B,verdadero o falso
2009,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,isoelectrónicos
2009,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,números cuánticos
2008,quimica,conf_electronica,Junio,Ejercicio 2 Opción A,isoelectrónicos
2008,quimica,conf_electronica,Reserva 1,Ejercicio 2 Opcion B,composición atómica
2008,quimica,conf_electronica,Reserva 2,Ejercicio 2 Opción A,verdadero o falso
2008,quimica,conf_electronica,Reserva 3,Ejercicio 3 Opción B,posición(periodo y grupo)
2008,quimica,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,verdadero o falso
2008,quimica,conf_electronica,Septiembre,Ejercicio 2 Opción A,propiedades periódicas
