topic|year|exam|exercise|statement
formulacion|2004|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitrito de sodio ; b) Hidrogenocarbonato de
potasio ; c) Acido 2-hidroxibutanoico ; d) NH,Cl ; €) SO, ; f) (CH;); N"
formulacion|2005|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrito de hierro(11); b) Hidruro de berilio;
c) Trimetilamina; d) TiO, ; e) KOH; f) HOCH,COOH"
formulacion|2005|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Yoduro de oro(III); b) Peróxido de hidrógeno;
c) 2-Buteno; d) KMn0, ; e) HBrO,; f£) CH,COCH, ."
formulacion|2005|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfito de manganeso(ID); b) Cloruro de
amonio; c) m-Dimetilbenceno; d) CaO; e) GaH,; f£) CH,COOH."
formulacion|2005|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de hierro(III); b) Ácido crómico;
c) 2-Butino; d) N,O; e) CdS; f£) CH,NHCH,."
formulacion|2005|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidrogenosulfato de potasio; b) Óxido de
aluminio; c) Metilbutano; d) SF,; e) HIO; f) CH,CHOHCH,."
formulacion|2005|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de magnesio; b) Yodato de bario;
c) Acido propanoico; d) H,PO,; e) K,0,; f) CH,CH,CHO."
formulacion|2005|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfuro de hidrógeno; b) Tetrahidruro de
silicio; c) Fenol; d) LiCIO ;; e) MnO,; f) CH,CH = CHCH,CH;."
formulacion|2005|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfato de aluminio; b) Hidróxido de
mercurio(II); c) 2-Metil-3-hexanol; d) HNO ;; e) C1,0 ;; £) CH,CH,OCH,CH;."
formulacion|2005|Reserva 4|Ejercicio 1 Opción A|"Formule 0 nombre los compuestos siguientes: a) Trióxido de azufre; b) Peróxido de calcio;
c) Ciclohexanona; d) HIO,; e) AIHSeO ,);; f£) CH,COOCH,CH,"
formulacion|2005|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ortoarseniato de sodio; b) Cloruro de amonio;
c) 1,4-Butanodiol; d) Co(OH), ; e) NH;; f) CH,OCH,CH,CH,."
formulacion|2005|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de cobalto(ID); b) Dicromato de potasio;
c) Propino; d) Sn(OH), ; e) HBrO, ; £) CH,CONH,"
formulacion|2005|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidrogenocarbonato de sodio; b) Peróxido de
estroncio; c) Nitrobenceno; d) PH,; e) Ag,CrO,; f) CH,CH,CHCICH,CH,"
formulacion|2005|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrito de hierro(11); b) Hidruro de berilio;
c) Trimetilamina; d) TiO, ; e) KOH; f) HOCH,COOH"
formulacion|2005|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Yoduro de oro(III); b) Peróxido de hidrógeno;
c) 2-Buteno; d) KMn0, ; e) HBrO,; f£) CH,COCH, ."
formulacion|2005|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfito de manganeso(ID); b) Cloruro de
amonio; c) m-Dimetilbenceno; d) CaO; e) GaH,; f£) CH,COOH."
formulacion|2005|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de hierro(III); b) Ácido crómico;
c) 2-Butino; d) N,O; e) CdS; f£) CH,NHCH,."
formulacion|2005|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidrogenosulfato de potasio; b) Óxido de
aluminio; c) Metilbutano; d) SF,; e) HIO; f) CH,CHOHCH,."
formulacion|2005|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de magnesio; b) Yodato de bario;
c) Acido propanoico; d) H,PO,; e) K,0,; f) CH,CH,CHO."
formulacion|2005|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfuro de hidrógeno; b) Tetrahidruro de
silicio; c) Fenol; d) LiCIO ;; e) MnO,; f) CH,CH = CHCH,CH;."
formulacion|2005|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfato de aluminio; b) Hidróxido de
mercurio(II); c) 2-Metil-3-hexanol; d) HNO ;; e) C1,0 ;; £) CH,CH,OCH,CH;."
formulacion|2005|Reserva 4|Ejercicio 1 Opción A|"Formule 0 nombre los compuestos siguientes: a) Trióxido de azufre; b) Peróxido de calcio;
c) Ciclohexanona; d) HIO,; e) AIHSeO ,);; f£) CH,COOCH,CH,"
formulacion|2005|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ortoarseniato de sodio; b) Cloruro de amonio;
c) 1,4-Butanodiol; d) Co(OH), ; e) NH;; f) CH,OCH,CH,CH,."
formulacion|2005|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de cobalto(ID); b) Dicromato de potasio;
c) Propino; d) Sn(OH), ; e) HBrO, ; £) CH,CONH,"
formulacion|2005|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidrogenocarbonato de sodio; b) Peróxido de
estroncio; c) Nitrobenceno; d) PH,; e) Ag,CrO,; f) CH,CH,CHCICH,CH,"
formulacion|2006|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrato de hierro(11); b) Sulfuro de hidrógeno;
c) 1,3-Butenol; d) As,O,; e) Cr(OH), ; f£) HCOOH"
formulacion|2006|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido nitroso; b) Yoduro de níquel(11);
c) 1,2-Etanodiol; d) HMn0,; e) Zr0,; f) HOCH,CHO."
formulacion|2006|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido yódico; b) Hidróxido de cromo(IIT);
c) Butanal; d) Ni; (PO,),; e) Sn0,; f) CH, = CHCH,COCH,"
formulacion|2006|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de mercurio(I1); b) Clorato de potasio
c) Acido 3-metilhexanoico; d) MgH, ; e) Co(OH);; f) CH,CH,NHCH,."
formulacion|2006|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidrogenocarbonato de sodio; b) Óxido de
manganeso(III); c) Ácido 2-aminobutanoico; d) Na,CrO ; e) Cul f£) CH,CH,CH,NH,"
formulacion|2006|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfito de estaño(II) b) Hidróxido de cobre(I1);
c) m-Dimetilbenceno; d) Ag,0 ; e) KBrO; f) CH,OCH,CH,CH,;."
formulacion|2006|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de vanadio(V); b) Nitrato de calcio;
c) Acido pentanoico; d) BaCrO ; e) Mg(OH), ; f) HCHO."
formulacion|2006|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Fosfato de cobalto(IIT); b) Peróxido de bario;
c) Dimetilamina; d) BeH, ; e) H,SO,; f£) CH,OCH,CH,."
formulacion|2006|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Yoduro de mercurio(1); b) Hipoclorito de
calcio; c) Fenol; d) N,O; e) NH ,Mn0O ;; f) CH,CONH,."
formulacion|2006|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitrito de plata; b) Peróxido de estroncio;
c) Dimetil éter; d) K ,O; e) FeCl,; f£) CH,CH,CHOHCOOH."
formulacion|2006|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfito de aluminio; b) Hidróxido de berilio;
c) 1-Butino; d) WO;; e) NH,F ; f) CH, = CHCH(CH,)CH,"
formulacion|2006|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido hipocloroso; b) Fosfato de plata;
c) 2-Pentanol; d) PbO, ; e) NaH; f) HOOCCH,COOH."
formulacion|2006|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrato de hierro(11); b) Sulfuro de hidrógeno;
c) 1,3-Butenol; d) As,O,; e) Cr(OH), ; f£) HCOOH"
formulacion|2006|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido nitroso; b) Yoduro de níquel(11);
c) 1,2-Etanodiol; d) HMn0,; e) Zr0,; f) HOCH,CHO."
formulacion|2006|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido yódico; b) Hidróxido de cromo(IIT);
c) Butanal; d) Ni; (PO,),; e) Sn0,; f) CH, = CHCH,COCH,"
formulacion|2006|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de mercurio(I1); b) Clorato de potasio
c) Acido 3-metilhexanoico; d) MgH, ; e) Co(OH);; f) CH,CH,NHCH,."
formulacion|2006|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidrogenocarbonato de sodio; b) Óxido de
manganeso(III); c) Ácido 2-aminobutanoico; d) Na,CrO ; e) Cul f£) CH,CH,CH,NH,"
formulacion|2006|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfito de estaño(II) b) Hidróxido de cobre(I1);
c) m-Dimetilbenceno; d) Ag,0 ; e) KBrO; f) CH,OCH,CH,CH,;."
formulacion|2006|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de vanadio(V); b) Nitrato de calcio;
c) Acido pentanoico; d) BaCrO ; e) Mg(OH), ; f) HCHO."
formulacion|2006|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Fosfato de cobalto(IIT); b) Peróxido de bario;
c) Dimetilamina; d) BeH, ; e) H,SO,; f£) CH,OCH,CH,."
formulacion|2006|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Yoduro de mercurio(1); b) Hipoclorito de
calcio; c) Fenol; d) N,O; e) NH ,Mn0O ;; f) CH,CONH,."
formulacion|2006|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitrito de plata; b) Peróxido de estroncio;
c) Dimetil éter; d) K ,O; e) FeCl,; f£) CH,CH,CHOHCOOH."
formulacion|2006|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfito de aluminio; b) Hidróxido de berilio;
c) 1-Butino; d) WO;; e) NH,F ; f) CH, = CHCH(CH,)CH,"
formulacion|2006|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido hipocloroso; b) Fosfato de plata;
c) 2-Pentanol; d) PbO, ; e) NaH; f) HOOCCH,COOH."
formulacion|2007|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Bromuro de cadmio; b) Sulfato de calcio;
c) 1,3-Dinitrobenceno; d) NaOH; e) CF,; £) CH= CCH,CH,OH."
formulacion|2007|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de antimonio(V); b) Perclorato de
berilio; c) Dimetil éter; d) V,O;; e) H,S ; £) CH,CONH,"
formulacion|2007|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrato de magnesio; b) Óxido de cinc;
c) Etilmetilamina; d) Al,(CO,);; e) HCI; £) CH ,CH,CHO."
formulacion|2007|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfato de níquel(III); b) Cloruro de amonio;
c) Ácido 2-cloropentanoico; d) OsO ;; e) NaH; f£) CH,OCH,CH;."
formulacion|2007|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfuro de mercurio(ID); b) Ácido nítrico;
c) Metilciclohexano; d) B,O;; e) CuOH; f£) CH,CH,COCH;."
formulacion|2007|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de plomo(IV); b) Clorito de bario;
c) 5-Hidroxipentan-2-ona; d) LiHSO;; e) K ,0,; f) CH,CH=CHCH,."
formulacion|2007|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Arseniato de cobalto(II); b) Sulfuro de
galio(II) c) 1,2-Diclorobenceno; d) Sc,0 ;; e) H,PO,; £) CH,CH,CH,OH."
formulacion|2007|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Permanganato de potasio; b) Seleniuro de
plata; c) Butilamina; d) SO ,; e) H,O,; f) CH,CH,CHICH,."
formulacion|2007|Reserva 4|Ejercicio 1 Opción A|"Formule 0 nombre los compuestos siguientes: a) Yodito de estroncio; b) Hidróxido de
estaño(IV) c) Metilpentan-3-ona; d) SiH ,; e) CsCl; f) BrcH,CH,OH."
formulacion|2007|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cromato de paladio(II); b) Nitrito de
cobre(II); c) Ácido etanoico; d) PtO, ; e) HIO,; f) CH,CH,COOCH;."
formulacion|2007|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido sulfúrico; b) Hipoclorito de sodio;
c) Metilbutano; d) Bi,O;; e) PH;; f) CH,NH,."
formulacion|2007|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Dicromato de hierro(III); b) Sulfato de
manganeso(II); c) Etanal; d) CaH, ; e) HCIO; ; f) CICH,COOH"
formulacion|2007|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Bromuro de cadmio; b) Sulfato de calcio;
c) 1,3-Dinitrobenceno; d) NaOH; e) CF,; £) CH= CCH,CH,OH."
formulacion|2007|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de antimonio(V); b) Perclorato de
berilio; c) Dimetil éter; d) V,O;; e) H,S ; £) CH,CONH,"
formulacion|2007|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrato de magnesio; b) Óxido de cinc;
c) Etilmetilamina; d) Al,(CO,);; e) HCI; £) CH ,CH,CHO."
formulacion|2007|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfato de níquel(III); b) Cloruro de amonio;
c) Ácido 2-cloropentanoico; d) OsO ;; e) NaH; f£) CH,OCH,CH;."
formulacion|2007|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfuro de mercurio(ID); b) Ácido nítrico;
c) Metilciclohexano; d) B,O;; e) CuOH; f£) CH,CH,COCH;."
formulacion|2007|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de plomo(IV); b) Clorito de bario;
c) 5-Hidroxipentan-2-ona; d) LiHSO;; e) K ,0,; f) CH,CH=CHCH,."
formulacion|2007|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Arseniato de cobalto(II); b) Sulfuro de
galio(II) c) 1,2-Diclorobenceno; d) Sc,0 ;; e) H,PO,; £) CH,CH,CH,OH."
formulacion|2007|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Permanganato de potasio; b) Seleniuro de
plata; c) Butilamina; d) SO ,; e) H,O,; f) CH,CH,CHICH,."
formulacion|2007|Reserva 4|Ejercicio 1 Opción A|"Formule 0 nombre los compuestos siguientes: a) Yodito de estroncio; b) Hidróxido de
estaño(IV) c) Metilpentan-3-ona; d) SiH ,; e) CsCl; f) BrcH,CH,OH."
formulacion|2007|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cromato de paladio(II); b) Nitrito de
cobre(II); c) Ácido etanoico; d) PtO, ; e) HIO,; f) CH,CH,COOCH;."
formulacion|2007|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido sulfúrico; b) Hipoclorito de sodio;
c) Metilbutano; d) Bi,O;; e) PH;; f) CH,NH,."
formulacion|2007|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Dicromato de hierro(III); b) Sulfato de
manganeso(II); c) Etanal; d) CaH, ; e) HCIO; ; f) CICH,COOH"
formulacion|2008|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Permanganato de cobalto(1I1); b) Ácido bórico
c) 2-Metilpentano; d) Sr(OH), ; e) KH,PO,; f) (CH;);N."
formulacion|2008|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido perclórico; b) Seleniuro de hidrógeno;
c) Pent-4-en-2-o1; d) LiH; e) OsO ,; f) CH,CHO"
formulacion|2008|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidrogenocarbonato de sodio. b) Óxido de
oro(II). c) Metilbutano d) PH;. e) HCIO, . f) CH,COOCH;."
formulacion|2008|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de galio; b) Bromato de estroncio;
c) Propan-1-01; d) H,SO;; e) 1,0,; £) CH,CONH,."
formulacion|2008|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dicromato de potasio; b) Hidróxido de
vanadio(V); c) Fenol; d) (NH,),S; e) AIPO,; f) CH,CH,CH,CH,CH,COOH."
formulacion|2008|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de rubidio; b) Hipoclorito de berilio;
c) Propan-2-amina; d) Sn(CO,), ; e) CCl ,; £) CH,CH=CH,"
formulacion|2008|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Fluoruro de boro; b) Nitrito de cobre(1);
c) Metanal; d) AsH;; e) HIO; f£) CH,CH,CH,NH,"
formulacion|2008|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cromato de plata; b) Peróxido de litio;
c) 1,3-Etilmetilbenceno; d) CO ; e) Pb(NO;), ; f£) CH,COCH,CH,"
formulacion|2008|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Carbonato de cinc; b) Óxido de titanio(IV);
c) Ácido etanoico; d) Sc(OH), ; e) HgSO ; f) HCHO."
formulacion|2008|Reserva 4|Ejercicio 1 Opción B|"Formule 0 nombre los compuestos siguientes: a) Arseniato de hierro(III). b) Peróxido de
hidrógeno. c) But-3-en-1-ol. d) MgH,. e) H,S . f) CH,CH,OCH,"
formulacion|2008|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de paladio(IV); b) Nitrato de
cobalto(III); c) Propanoato de metilo; d) Na,0,; €) SiF, ; f£) CH,CH,CH,"
formulacion|2008|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Bromuro de cadmio; b) Ácido selénico;
c) Pent-1,3-dieno; d) Bi,O ; e) NH,Cl; f£) CH=CH."
formulacion|2008|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Permanganato de cobalto(1I1); b) Ácido bórico
c) 2-Metilpentano; d) Sr(OH), ; e) KH,PO,; f) (CH;);N."
formulacion|2008|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido perclórico; b) Seleniuro de hidrógeno;
c) Pent-4-en-2-o1; d) LiH; e) OsO ,; f) CH,CHO"
formulacion|2008|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidrogenocarbonato de sodio. b) Óxido de
oro(II). c) Metilbutano d) PH;. e) HCIO, . f) CH,COOCH;."
formulacion|2008|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidróxido de galio; b) Bromato de estroncio;
c) Propan-1-01; d) H,SO;; e) 1,0,; £) CH,CONH,."
formulacion|2008|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dicromato de potasio; b) Hidróxido de
vanadio(V); c) Fenol; d) (NH,),S; e) AIPO,; f) CH,CH,CH,CH,CH,COOH."
formulacion|2008|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de rubidio; b) Hipoclorito de berilio;
c) Propan-2-amina; d) Sn(CO,), ; e) CCl ,; £) CH,CH=CH,"
formulacion|2008|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Fluoruro de boro; b) Nitrito de cobre(1);
c) Metanal; d) AsH;; e) HIO; f£) CH,CH,CH,NH,"
formulacion|2008|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cromato de plata; b) Peróxido de litio;
c) 1,3-Etilmetilbenceno; d) CO ; e) Pb(NO;), ; f£) CH,COCH,CH,"
formulacion|2008|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Carbonato de cinc; b) Óxido de titanio(IV);
c) Ácido etanoico; d) Sc(OH), ; e) HgSO ; f) HCHO."
formulacion|2008|Reserva 4|Ejercicio 1 Opción B|"Formule 0 nombre los compuestos siguientes: a) Arseniato de hierro(III). b) Peróxido de
hidrógeno. c) But-3-en-1-ol. d) MgH,. e) H,S . f) CH,CH,OCH,"
formulacion|2008|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de paladio(IV); b) Nitrato de
cobalto(III); c) Propanoato de metilo; d) Na,0,; €) SiF, ; f£) CH,CH,CH,"
formulacion|2008|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Bromuro de cadmio; b) Ácido selénico;
c) Pent-1,3-dieno; d) Bi,O ; e) NH,Cl; f£) CH=CH."
formulacion|2009|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de calcio; b) Ácido fosfórico;
c) 1,2-Dimetilbenceno; d) Br,O,; e) Fe,(SO,);; f£) CH,COCH,CH,"
formulacion|2009|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Monóxido de carbono; b) Nitrito de cobre(II);
c) Etilmetil éter; d) LiOH; e) MnS$; f£) CH,CH,COOH"
formulacion|2009|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Telururo de hidrógeno; b) Hidróxido de
mercurio(II); c) Etanal; d) FeCl,; e) K,Cr,0,; f) CH,COCH,;"
formulacion|2009|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cloruro de amonio; b) Ácido selenioso;
c) Etanoato de metilo; d) HCIO, ; €e) Al,O,; f£) CH ,CH(NH,)COOH."
formulacion|2009|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Permanganato de potasio; b) Sulfuro de plata;
c) Heptan-2-ona; d) PtO,; e) Cu(NO;,), ; f) CCl,"
formulacion|2009|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido perclórico; b) Hidróxido de paladio(II);
c) Pent-2-eno; d) Na;AsO ; e) FeCl,; f) (CH;), CHCH,CH,CH,"
formulacion|2009|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Amoniaco; b) Hidrogenosulfato de aluminio;
c) Ácido etanoico; d) Ni(OH), ; e) KNO,; f£) CH, = CHCOCH,"
formulacion|2009|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfito de amonio; b) Peróxido de bario;
c) Hexa-1,4-dieno; d) HIO ;; e) SO ;; f) CH,CH,NH,"
formulacion|2009|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Acido perbrómico; b) Hidróxido de plata;
c) Dimetilamina; d) NH ,NO, ; €e) Cu,0; f) CHCI,"
formulacion|2009|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidruro de berilio; b) Cromato de bario;
c) Nitrobenceno; d) Ca, (PO,),; e) H,0,; f£) CH,C=CCH,CH,CI"
formulacion|2009|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Fluoruro de calcio; b) Trióxido de wolframio;
c) Metilpropano; d) H,S ; e) NaHSO ,; £) CH,CH(OH)CH,"
formulacion|2009|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido crómico; b) Hidróxido de cobre(ID);
c) Penta-2-01; d) SrO,; e) AIH; ; f£) CH, =CHCH,CH=CH,."
formulacion|2009|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de calcio; b) Ácido fosfórico;
c) 1,2-Dimetilbenceno; d) Br,O,; e) Fe,(SO,);; f£) CH,COCH,CH,"
formulacion|2009|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Monóxido de carbono; b) Nitrito de cobre(II);
c) Etilmetil éter; d) LiOH; e) MnS$; f£) CH,CH,COOH"
formulacion|2009|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Telururo de hidrógeno; b) Hidróxido de
mercurio(II); c) Etanal; d) FeCl,; e) K,Cr,0,; f) CH,COCH,;"
formulacion|2009|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cloruro de amonio; b) Ácido selenioso;
c) Etanoato de metilo; d) HCIO, ; €e) Al,O,; f£) CH ,CH(NH,)COOH."
formulacion|2009|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Permanganato de potasio; b) Sulfuro de plata;
c) Heptan-2-ona; d) PtO,; e) Cu(NO;,), ; f) CCl,"
formulacion|2009|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido perclórico; b) Hidróxido de paladio(II);
c) Pent-2-eno; d) Na;AsO ; e) FeCl,; f) (CH;), CHCH,CH,CH,"
formulacion|2009|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Amoniaco; b) Hidrogenosulfato de aluminio;
c) Ácido etanoico; d) Ni(OH), ; e) KNO,; f£) CH, = CHCOCH,"
formulacion|2009|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfito de amonio; b) Peróxido de bario;
c) Hexa-1,4-dieno; d) HIO ;; e) SO ;; f) CH,CH,NH,"
formulacion|2009|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Acido perbrómico; b) Hidróxido de plata;
c) Dimetilamina; d) NH ,NO, ; €e) Cu,0; f) CHCI,"
formulacion|2009|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidruro de berilio; b) Cromato de bario;
c) Nitrobenceno; d) Ca, (PO,),; e) H,0,; f£) CH,C=CCH,CH,CI"
formulacion|2009|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Fluoruro de calcio; b) Trióxido de wolframio;
c) Metilpropano; d) H,S ; e) NaHSO ,; £) CH,CH(OH)CH,"
