subject,year,topic,exam,exercise,statement
fisica,2019,Campo eléctrico y magnético,Reserva 3,Ejercicio 2 Opción B,"a) Justifique la veracidad o falsedad de las siguientes afirmaciones: (i) Cuando se aproximan
dos cargas eléctricas del mismo signo la energía potencial electrostática aumenta. (ii) En un
punto del espacio donde el campo eléctrico es nulo también lo es el potencial eléctrico.
b) Una partícula con carga —2-10-* C y masa 10 -* Kg se encuentra en reposo en el origen de
coordenadas. Se aplica un campo eléctrico uniforme de 600 N-C-' en sentido positivo del eje
OX. Realice un esquema de la situación. La carga se desplaza 2 m hacia un punto P.
Determine: (i) La diferencia de potencial entre el origen de coordenadas y el punto P. (ii) La
velocidad de la partícula en el punto P. Considere despreciable la fuerza gravitatoria.
FISICA. 2019. RESERVA 3. EJERCICIO 2. OPCIÓN B"
fisica,2019,Campo eléctrico y magnético,Reserva 4,Ejercicio 2 Opción A,"a) Un electrón atraviesa en línea recta una región en la que coexisten un campo eléctrico y un
campo magnético uniformes. Discuta la relación, ayudándose de esquemas, entre los vectores v,
B y E, si: (i) El electrón mantiene fija su velocidad. (ii) El electrón sigue un movimiento
rectilíneo uniformemente acelerado.
b) Por el hilo A circula la corriente I, =10A.. (i) Determine, razonadamente, el valor y sentido
de la intensidad 1;, si el campo magnético total es cero en el punto P, situado a 0,25 m a la
derecha del hilo A. (ii) Calcule la fuerza magnética que ejercen los dos hilos conductores sobre
un electrón que se moviera en el mismo plano XY, con una velocidad de 5-10% m-s”'
verticalmente hacia arriba, 0,05 m a la derecha del hilo B.
h, =47-1077 T.-m-A""; e=1'6-100 "" C
FISICA. 2019. RESERVA 4. EJERCICIO 2. OPCIÓN A"
fisica,2019,Campo eléctrico y magnético,Reserva 4,Ejercicio 2 Opción B,"a) Un hilo conductor rectilíneo se encuentra junto a una espira tal como se indica en la figura.
Se hace pasar una corriente continua eléctrica hacia arriba por el hilo. Justifique si se inducirá
corriente en la espira en los casos siguientes: (i) La espira se encuentra en reposo. (ii) La espira
se mueve hacia arriba paralelamente al hilo. (iii) La espira se mueve hacia la derecha.
b) Una bobina circular de 150 espiras y 0,12 m de diámetro gira en el seno de un campo
magnético uniforme de 0,4 T inicialmente perpendicular al plano de la espira con una
velocidad de 7 rad-s . (i) Calcule el flujo magnético que atraviesa la bobina en función del
tiempo. (ii) Determine el valor máximo de la fuerza electromotriz inducida.
FISICA. 2019. RESERVA 4. EJERCICIO 2. OPCIÓN B"
fisica,2019,Campo eléctrico y magnético,Septiembre,Ejercicio 2 Opción A,"a) Se coloca una espira circular dentro de un campo magnético uniforme B, perpendicular al
plano de la espira y dirigido hacia adentro tal como se muestra en la figura. Explique
razonadamente en qué sentido circulará la corriente inducida en la espira en los siguientes
casos: i) Si se aumenta progresivamente el radio de la espira permaneciendo constante el valor
del campo. ii) Si se mantiene el valor del radio de la espira, pero se aumenta progresivamente el
valor del campo.
VKI +
b) En el seno de un campo magnético de 0%4 T se encuentra una bobina circular, de 100 espiras
de 0%2 m de radio situada en un plano perpendicular al campo magnético. Determine la fuerza
electromotriz inducida en la bobina en los casos siguientes referidos a un intervalo de tiempo
igual a 2s: i) Se duplica el campo magnético. ii) Se gira la bobina 90* en torno al eje paralelo al
campo magnético.
FISICA. 2019. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
fisica,2019,Campo eléctrico y magnético,Septiembre,Ejercicio 2 Opción B,"a) Una carga eléctrica negativa se desplaza en un campo eléctrico uniforme desde un punto A
hasta un punto B por la acción de la fuerza de dicho campo. Dibuje en un esquema la situación
y responda razonadamente a las siguientes cuestiones: i) ¿Cómo variará su energía potencial.
ii) ¿En qué punto será mayor el potencial eléctrico?.
b) Una partícula de carga Q, situada en el origen de coordenadas, O(0,0) m, crea en un punto A
situado en el eje OX, un potencial V, =-120V y un campo eléctrico E, =- 80i N-C""'.
Dibuje un esquema del problema y calcule: i) El valor de la carga Q y la posición del punto A.
ii) El trabajo necesario para llevar un electrón desde el punto A hasta un punto B de
coordenadas (2,2) m.
K=9-10? Nm”C” ;e=1'6.100 "" C
FISICA. 2019. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
fisica,2020,Campo eléctrico y magnético,Junio,Ejercicio 2,"a) Un solenoide de N espiras se encuentra inmerso en un campo magnético variable con el
tiempo. El eje del solenoide forma un ángulo de 45* con el campo. Razone, apoyándose de un
esquema, qué ocurriría con la fuerza electromotriz inducida si: i) el número de espiras fuera el
doble. ii) El ángulo entre el eje y el campo fuera el doble del inicial.
b) Una espira cuadrada penetra en un campo magnético uniforme de 2 T, perpendicular al
plano de la espira. Mientras entra, la superficie de la espira afectada por el campo magnético
aumenta según la expresión S(t)=0'25 t-m?. i) Realice un esquema que muestre el sentido de
la corriente inducida en la espira y los campos magnéticos implicados (externo e inducido). ii)
Calcule razonadamente la fuerza electromotriz inducida en la espira.
FISICA. 2020. JUNIO. EJERCICIO 2"
fisica,2020,Campo eléctrico y magnético,Junio,Ejercicio 6,"a) Un electrón se mueve por una región del espacio donde existen campos eléctrico y magnético
uniformes, de forma que la fuerza neta que actúa sobre el electrón es mula. i) Discuta
razonadamente, con la ayuda de un esquema, cómo deben ser las direcciones y sentidos de los
campos. ii) Determine la expresión del módulo de la velocidad de la partícula para que esto
ocurra.
b) Tenemos dos conductores rectilíneos verticales y muy largos, dispuestos paralelamente y
separados 3”5 m. Por el primero circula una intensidad de 3 A hacia arriba. i) Calcule
razonadamente el valor y el sentido de la corriente que debe circular por el segundo conductor
para que el campo magnético en un punto situado entre los dos conductores y a 15 m del
primero sea nulo. ii) Realice un esquema representando las magnitudes implicadas.
h, =47:107 T.m- A7
FISICA. 2020. JUNIO. EJERCICIO 6"
fisica,2020,Campo eléctrico y magnético,Reserva 1,Ejercicio 2,"a) Razone la veracidad o falsedad de las siguientes afirmaciones: i) En una espira se inducirá
una corriente eléctrica siempre que exista un flujo magnético que la atraviese. ii) En una espira
que se encuentra dentro de un campo magnético variable con el tiempo es posible que no se
genere una corriente inducida.
b) Una espira circular de 0%03 m de radio, dentro de un campo magnético constante y uniforme
de 2 T, gira con una velocidad angular de 7 rad-s”' respecto a un eje que pasa por uno de sus
diámetros. Inicialmente el campo magnético es perpendicular al plano de la espira. Calcule
razonadamente: i) La fuerza electromotriz inducida para t=0'S's. ii) La resistencia eléctrica
de la espira, sabiendo que por ella circula, para t=0'Ss, una intensidad de corriente de
3-107A.
FISICA. 2020. RESERVA 1. EJERCICIO 2"
fisica,2020,Campo eléctrico y magnético,Reserva 1,Ejercicio 6,"a) Una carga positiva se mueve en el seno de una campo magnético uniforma. Responda
razonadamente a las siguientes cuestiones: i) ¿Qué ángulo entre la velocidad de la carga y el
campo magnético hace que el módulo de la fuerza magnética sea máximo?. ii) ¿Cómo cambia la
fuerza magnética si tanto el sentido de la velocidad como el valor de la carga son opuestos al
caso anterior?.
b) Un protón atraviesa, sin desviarse, una región donde hay un campo magnético uniforme de
1
0?2 T, perpendicular a un campo eléctrico uniforme de 3-105 V .m”
: i) Realice un esquema de
la situación con las fuerzas involucradas. ii) Calcule la velocidad de la partícula. iii) Calcule el
radio de la trayectoria seguida por el protón si se anulase el campo eléctrico.
e=1'6-100""C; m, =1'7-10-7 kg
FISICA. 2020. RESERVA 1. EJERCICIO 6"
fisica,2020,Campo eléctrico y magnético,Reserva 2,Ejercicio 2,"a) Un conductor rectilíneo de longitud L, por el que circula una corriente eléctrica I, se
encuentra inmerso en un campo magnético uniforme B. Justifique razonadamente, apoyándose
en un esquema: i) Si es posible que el campo no ejerza fuerza alguna sobre él. ii) La orientación
del conductor respecto del campo para que el módulo de la fuerza magnética sea máximo.
-1
b) Un electrón se mueve a 105 m-s
en el sentido positivo del eje OX, y penetra en una región
donde existe un campo magnético uniforme de 1 T, dirigido en el sentido negativo del eje OZ.
Determine, razonadamente, con la ayuda de un esquema: i) La fuerza magnética que actúa
sobre el electrón. ii) El campo eléctrico que hay que aplicar para que el electrón continúe con
trayectoria rectilínea.
e=1'6-100"" C
FISICA. 2020. RESERVA 2. EJERCICIO 2"
fisica,2020,Campo eléctrico y magnético,Reserva 2,Ejercicio 6,"a) Responda razonadamente a las siguientes cuestiones: i) ¿Puede ser negativo el trabajo
realizado por una fuerza eléctrica?. ii) ¿Puede ser negativa la energía potencial eléctrica?.
b) Dos cargas puntuales de +10-* C y -10 C se encuentran situadas en las posiciones
(0,— 4) m y (0,4) m, respectivamente. i) Calcule el potencial en las posiciones (8,0)m y
(0,6) m . ii) Determine el trabajo realizado por el campo al trasladar una carga de +5-107* C
desde el punto (8,0) m y (0,6) m e interprete el signo del trabajo.
K=9-100 N1m*C>
FISICA. 2020. RESERVA 2. EJERCICIO 6"
fisica,2020,Campo eléctrico y magnético,Reserva 3,Ejercicio 2,"a) Un imán se encuentra sobre una mesa, con su polo sur orientado hacia arriba. Se deja caer
sobre el imán una espira circular, dispuesta horizontalmente. Justifique el sentido de la
corriente inducida en la espira, y realice un esquema (visto desde arriba) que represente la
corriente inducida y los campos magnéticos implicados durante la caída (el del imán y el
inducido en la espira).
b) Una bobina formada por 1000 espiras circulares de 0%025 m de radio se encuentra dentro de
un campo magnético variable con el tiempo de módulo B(t)=1+0'5t-0'2t? (T). La dirección
del campo forma un ángulo de 30* con el plano de las espiras. Calcule: i) El flujo magnético
para t=2s.ii) La fuerza electromotriz inducida para t=2s.
FISICA. 2020. RESERVA 3. EJERCICIO 2"
fisica,2020,Campo eléctrico y magnético,Reserva 3,Ejercicio 6,"a) Dos cargas distintas Q y q, separadas una distancia d, producen un potencial eléctrico cero
en un punto P situado en la línea que une ambas cargas. Discuta razonadamente la veracidad
de las siguientes afirmaciones: i) Las cargas deben de tener el mismo signo. ii) El campo
eléctrico debe ser nulo en P.
b) Considere dos cargas puntuales de 5-10-* C y 3:10-* C situadas en los puntos de
coordenadas (0,0) m y (2,0) m, respectivamente. Determine apoyándose de un esquema, el
punto donde el campo eléctrico resultante sea nulo.
K=9-100 ó1m*C>
FISICA. 2020. RESERVA 3. EJERCICIO 6"
fisica,2020,Campo eléctrico y magnético,Reserva 4,Ejercicio 2,"a) Un protón atraviesa una zona en la que únicamente existe un campo magnético uniforme
perpendicular a su velocidad. Responda justificadamente las siguientes cuestiones: i) ¿Realiza
trabajo la fuerza magnética sobre el protón?. ii) ¿Experimenta el protón aceleración durante el
recorrido?.
b) El campo magnético creado por un conductor rectilíneo muy largo a una distancia de 0704 m
de él es de 3-107* T. D) Calcule razonadamente la intensidad de corriente que circula por el
hilo. ii) Si se coloca un segundo alambre paralelo a 0%04 m del primero, calcule razonadamente
la intensidad y sentido de la corriente que tiene que circular por el segundo alambre para que
entre ellos haya una fuerza magnética atractiva por unidad de longitud de 10 -* N-m'.
h, =47:107 N- A
FISICA. 2020. RESERVA 4. EJERCICIO 2"
fisica,2020,Campo eléctrico y magnético,Reserva 4,Ejercicio 6,"a) Una partícula cargada se desplaza en la dirección y sentido de un campo eléctrico, de forma
que su energía potencial aumenta. Deduzca de forma razonada, y apoyándose en un esquema,
el signo que tiene la carga.
b) Un electrón dentro de un campo eléctrico uniforme, inicialmente en reposo, adquiere una
aceleración de 1'25-10 m-s”
. Obtener: i) La intensidad del campo eléctrico. ii) El
incremento de energía cinética cuando ha recorrido 0725 m.
e=1'6-100 "" C; m, =9'1-10* kg
FISICA. 2020. RESERVA 4. EJERCICIO 6"
fisica,2020,Campo eléctrico y magnético,Septiembre,Ejercicio 2,"a) Se sitúa una espira circular junto a un hilo recto muy largo por el que circula una corriente
I, tal como se muestra en la figura. Razone, ayudándose de un esquema, si se produce corriente
inducida y justifique el sentido de la misma en los siguientes casos: i) La espira se mueve
paralela al hilo. ii) La espira se mueve hacia la derecha, alejándose del hilo.
e
b) Una espira cuadrada de 4 cm de lado, situada inicialmente en el plano XY, está inmersa en
un campo magnético uniforme de 3 T, dirigido en el sentido positivo del eje X. La espira gira
1
con una velocidad angular de 100 rad-s” en torno al eje Y. Calcule razonadamente,
apoyándose en un esquema: i) El flujo magnético en función del tiempo. ii) La fuerza
electromotriz inducida en función del tiempo.
FISICA. 2020. SEPTIEMBRE. EJERCICIO 2"
fisica,2020,Campo eléctrico y magnético,Septiembre,Ejercicio 6,"a) Una partícula con carga positiva se encuentra dentro de un campo eléctrico uniforme. I)
¿Aumenta o disminuye su energía potencial eléctrica al moverse en la dirección y sentido del
campo?. ii) ¿Y si se moviera en una dirección perpendicular a dicho campo?. Razone las
respuestas.
b) Una carga de 3-107 C está situada en el origen de un sistema de coordenadas. Una
segunda carga puntual de —4-10”” C se coloca en el punto (0,4) m. Ayudándose de un
esquema, calcule el campo y el potencial eléctrico en el punto (3,0) m.
K=9-10"" Nm*C>
FISICA. 2020. SEPTIEMBRE. EJERCICIO 6"
fisica,2021,Campo eléctrico y magnético,Junio,Ejercicio B1,"a) Una espira circular situada en el plano XY, y que se desplaza por ese plano en ausencia de
campo magnético, entra en una región en la que existe un campo magnético constante y
uniforme dirigido en el sentido negativo del eje OZ. i) Justifique, ayudándose de esquemas, si
en algún momento durante dicho desplazamiento cambiará el flujo magnético en la espira.
ii) Justifique, ayudándose de un esquema, si en algún momento se inducirá corriente en la
espira y cuál será su sentido.
b) Una espira circular de 5 cm de radio gira alrededor de uno de sus diámetros con una
velocidad angular de 7 rad-s-' en una región del espacio en la que existe un campo magnético
uniforme de módulo igual a 10 T, perpendicular al eje de giro. Sabiendo que en el instante
inicial el flujo es máximo: i) Calcule razonadamente, ayudándose de un esquema, la expresión
del flujo magnético en función del tiempo. ii) Calcule razonadamente el valor de la fuerza
electromotriz inducida en el instante t =50 s.
FISICA. 2021. JUNIO. EJERCICIO B1"
fisica,2021,Campo eléctrico y magnético,Junio,Ejercicio B2,"a) Un electrón se mueve en sentido positivo del eje OX en una región en la que existe un campo
magnético dirigido en el sentido negativo del eje OZ. i) Indique, de forma justificada y con
ayuda de un esquema, la dirección y el sentido en que debe actuar el campo eléctrico uniforme
para que la partícula no se desvíe. ii) ¿Qué relación deben cumplir para ello los módulos de
ambos campos?.
b) Un protón describe una trayectoria circular en sentido antihorario en el plano XY, con una
!, en una región en la que existe un campo magnético
velocidad de módulo igual a 3-105 m-s -
uniforme de 0%05 T. i) Justifique con ayuda de un esquema que incluya la trayectoria descrita
por el protón, la dirección y sentido del campo magnético. ii) Calcule, de forma razonada, el
periodo del movimiento y el radio de la trayectoria del protón.
e=1'6-100 "" C; m, =1'7-10- kg.
FISICA. 2021. JUNIO. EJERCICIO B2"
fisica,2021,Campo eléctrico y magnético,Reserva 1,Ejercicio B1,"a) Una espira circular gira con velocidad angular constante alrededor de uno de sus diámetros
en una región del espacio en la que existe un campo magnético uniforme y constante
perpendicular al eje de giro. i) Deduzca de forma razonada la expresión del flujo magnético
que atraviesa la espira en función del tiempo. ii) Deduzca de forma razonada la expresión de la
fuerza electromotriz inducida en la espira en función del tiempo.
b) Una espira cuadrada de 5 cm de lado se sitúa en un plano perpendicular a un campo
magnético uniforme de módulo 20 T. Si se reduce de manera uniforme el valor del módulo del
campo a 10 T en un intervalo de tiempo de 3 s, calcule de forma razonada: i) La expresión del
flujo magnético que atraviesa la espira en función del tiempo. ii) La fuerza electromotriz
inducida en ese periodo de tiempo.
FISICA. 2021. RESERVA 1. EJERCICIO B1"
fisica,2021,Campo eléctrico y magnético,Reserva 1,Ejercicio B2,"a) Se lanza un electrón perpendicularmente a las líneas de un campo electrostático uniforme.
i) Razone cómo es la trayectoria seguida por el electrón dentro de ese campo y dibújela.
ii) Razone cómo varían su energía cinética y su energía potencial durante su movimiento.
b) Dos partículas con cargas q, =4:-10-* C y q,=2:10* C se encuentran situadas en los
puntos (0,0) y (2,0) m, respectivamente, del plano XY. i) Calcule el campo eléctrico en el
punto (2,2) m. ii) Calcule la fuerza a la que estaría sometida un tercera partícula con carga
q; =3:10* C situada en el punto (2,2) m.
K=9-10"" Nm*C”
FISICA. 2021. RESERVA 1. EJERCICIO B2"
fisica,2021,Campo eléctrico y magnético,Reserva 2,Ejercicio B1,"a) Razone si son ciertas las siguientes afirmaciones: i) En una región del espacio donde hay un
campo electrostático uniforme el potencial electrostático es constante. ii) Si se deja una
partícula con carga negativa en reposo en un campo electrostático se moverá hacia la dirección
donde el potencial disminuye.
b) Una partícula con carga q, =4-10""* C se encuentra fija en el punto P,(-2,0) m del plano
XY. i) Calcule el trabajo que hay que hacer para traer otra partícula con carga q, =4-10-* C
desde el infinito hasta el punto P,(2,0) m, e interprete su signo. ii) Calcule el campo eléctrico
en el punto P,(0,3) m considerando las partículas cargadas anteriores en sus respectivos
puntos.
K=9-10"" nm*C”>
FISICA. 2021. RESERVA 2. EJERCICIO B1"
fisica,2021,Campo eléctrico y magnético,Reserva 2,Ejercicio B2,"a) Una espira cuadrada situada en el plano XY se acerca a un hilo recto muy largo situado
sobre el eje OY por el que circula una corriente de intensidad constante en el sentido positivo
de dicho eje. i) Razone, con ayuda de un esquema, si varía el flujo magnético en que atraviesa
la espira. ii) Razone y represente en un esquema el sentido de la corriente inducida en la espira.
b) Una espira cuadrada de 5 cm de lado se encuentra en un plano perpendicular a un campo
magnético variable con el tiempo de expresión B(t)=6t? +1 (S.L.) . i) Calcule, ayudándose de
un esquema, la expresión del flujo magnético a través de la espira en función del tiempo.
ii) Calcule el valor de la fuerza electromotriz inducida en la espira en el instante t=10s.
FISICA. 2021. RESERVA 2. EJERCICIO B2"
fisica,2021,Campo eléctrico y magnético,Reserva 3,Ejercicio B1,"a) Por un conductor rectilíneo muy largo circula una corriente eléctrica. Razone, con ayuda de
una esquema, la dirección y el sentido de la fuerza que actúa sobre una partícula con carga
positiva cuando se mueve: i) Paralelamente al conductor en el mismo sentido de la corriente.
ii) Perpendicularmente al conductor, acercándose a él.
b) Un hilo conductor recto de longitud 0%2 m y masa 8-10* kg está situado a lo largo del eje
OX en presencia de un campo magnético uniforme B=0'Sk T y del campo gravitatorio
terrestre, dirigido en el sentido negativo del eje OY, no existiendo otras fuerzas aplicadas sobre
el hilo. Justifique ayudándose de un esquema, el sentido de la corriente que debe circular por el
hilo para que esté en equilibrio, y calcule razonadamente el valor de la intensidad.
g=9'8 m:s7?
FISICA. 2021. RESERVA 3. EJERCICIO B1"
fisica,2021,Campo eléctrico y magnético,Reserva 3,Ejercicio B2,"a) Tenemos dos partículas cargadas idénticas separadas una distancia d. i) ¿Puede ser nulo el
campo eléctrico en algún punto próximo a ellas?. ii) ¿Y el potencial electrostático? Razone las
respuestas.
b) Una partícula con carga q, =3:-10"" C está fija en el punto (2,0) m del plano XY. En el
punto (5,0) m, se abandona una partícula con carga q, =5-10-5 C y masa m=1'5-10-* kg.
Calcule razonadamente: i) El módulo de la velocidad que adquiere q, en el infinito si q, está
fija. ii) El valor de la carga q; que debería tener una tercera partícula situada en el punto
(0,0) m, para que q, no se mueva al ser soltada en el punto (5,0) m.
K=9-10? Nm*C”
FISICA. 2021. RESERVA 3. EJERCICIO B2"
fisica,2021,Campo eléctrico y magnético,Reserva 4,Ejercicio B1,"a) Por dos conductores rectilíneos muy largos y paralelos circulan corrientes de la misma
intensidad y sentido. Explique razonadamente con la ayuda de esquemas: i) La dirección y el
sentido del campo magnético creado por cada corriente en la región que les rodea. ii) La
dirección y el sentido de la fuerza que actúa sobre cada conductor.
b) Considere dos conductores rectilíneos, muy largos, paralelos y separados 0706 m, por los que
circulan corrientes de 9 A y 15 A en el mismo sentido. i) Dibuje en un esquema el vector campo
magnético resultante en el punto medio de la línea que une ambos conductores y razone su
dirección y sentido. ii) En la región entre los conductores, ¿a qué distancia del conductor por el
que circulan 9 A se anula el campo magnético?. Justifique la respuesta.
h, =47:107 T.m- A7
FISICA. 2021. RESERVA 4. EJERCICIO B1"
fisica,2021,Campo eléctrico y magnético,Reserva 4,Ejercicio B2,"a) Una espira circular gira en torno a uno de sus diámetros en un campo magnético uniforme y
constante. Explique, con ayuda de un esquema y de las expresiones que precise, si se induce
fuerza electromotriz en la espira cuando: i) El campo magnético es paralelo al eje de rotación.
ii) El campo magnético es perpendicular al eje de rotación.
b) Una bobina de 50 espiras circulares de 0%05 m de radio se orienta en un campo magnético de
manera que el flujo que la atraviesa sea máximo en todo instante. El módulo del campo
magnético varía con el tiempo según la expresión B(t)=0'5t+0'8t” (S.L). i) Deduzca la
expresión del flujo magnético que atraviesa la bobina en función del tiempo. ii) Determine
razonadamente la fuerza electromotriz inducida en la bobina en el instante t=10s.
FISICA. 2021. RESERVA 4. EJERCICIO B2"
fisica,2021,Campo eléctrico y magnético,Julio,Ejercicio B1,"a) Dos partículas idénticas con carga q y masa m se encuentran separadas por una distancia d.
A continuación, se mantiene fija una de las partículas y se deja que la otra se aleje hasta
duplicar la distancia inicial con la primera. i) Determine el módulo de la velocidad que
adquiere la partícula en el punto final. ii) Determine cómo cambiaría el módulo de la velocidad
obtenida en el apartado anterior si se duplica el valor de las cargas.
b) Dos partículas idénticas con carga q=+5:10 -* C están fijas en los puntos (0,-3) m y
(0,3) m del plano XY. Si, manteniendo fijas las dos partículas, se suelta una tercera partícula
con Q=-2:10* C y masa m=8:10""* kg en el punto (4,0) m, calcule el módulo de la
velocidad con la que llega al punto (0,0). K =9-10? Nm*C>
FISICA. 2021. JULIO. EJERCICIO B1"
fisica,2021,Campo eléctrico y magnético,Julio,Ejercicio B2,"a) Suponga dos conductores rectilíneos, muy largos, paralelos y separados por una distancia
“d” por los que circulan corrientes eléctricas de igual intensidad y sentido. Razone como se
modifica la fuerza por unidad de longitud entre los conductores si duplicamos ambas
intensidades y a la vez reducimos “d” a la mitad.
b) Un protón que ha sido acelerado desde el reposo por una diferencia de potencial de 6000 V
describe una órbita circular en un campo magnético uniforme de 08 T. Calcule
razonadamente: i) El módulo de la fuerza magnética que actúa sobre el protón. ii) El radio de
la trayectoria descrita.
e=1'6-100"" C ; m, =1'7-10 - kg.
FISICA. 2021. JULIO. EJERCICIO B2"
fisica,2022,Campo eléctrico y magnético,Junio,Ejercicio B1,"a) Dos cargas puntuales de igual valor y signo contrario se encuentran separadas a una
distancia d. Explique, con ayuda de un esquema, si el campo eléctrico puede anularse en algún
punto próximo a las dos cargas.
b) Dos partículas idénticas con carga positiva, situadas en los puntos A(0,0) m y B(2,0) m,
generan un potencial eléctrico en el punto C(1,1) m de 1000 V. Determine: i) el valor de la
carga de las partículas y ii) el vector campo eléctrico en el punto C(1,1) m.
K=9:10 Nm?C”
FISICA. 2022. JUNIO. EJERCICIO B1"
fisica,2022,Campo eléctrico y magnético,Junio,Ejercicio B2,"a) A una espira plana, que está en reposo, se le acerca perpendicularmente al plano de la
misma un imán por su polo norte. Realice un esquema en el que se represente la dirección y
sentido de campo magnético inducido en la espira. Justifique el sentido de la corriente inducida
en la misma.
b) Una espira conductora cuadrada de 0?05 m de lado se encuentra en una región donde hay un
campo magnético perpendicular a la espira de módulo B(t)=(4t-t”) T (tes el tiempo en
segundos). i) Halle la expresión para el flujo del campo magnético a través de la espira.
ii) Calcule el módulo de la f.e.m. inducida en la espira para t =3s. iii) Determine el instante de
tiempo para el cual no se induce corriente en la espira.
FISICA. 2022. JUNIO. EJERCICIO B2"
fisica,2022,Campo eléctrico y magnético,Reserva 1,Ejercicio B1,"a) Una partícula cargada se lanza con cierta velocidad en una región donde hay un campo
magnético uniforme. En primer lugar, se lanza paralelamente al campo magnético y en
segundo lugar perpendicularmente al mismo. Explique en cada caso si: i) cambia su energía
cinética y ii) la partícula está acelerada.
b) Un protón que parte del reposo es acelerado, en sentido positivo del eje OX, mediante una
diferencia de potencial de 850 V antes de entrar en un campo magnético uniforma,
perpendicular a la velocidad, donde describe una trayectoria circular en sentido antihorario en
el plano XY de 0002 m de radio. Apoyándose en esquemas, calcule: i) el módulo del campo
magnético y ii) el campo eléctrico (vector) que debería aplicarse para que la trayectoria del
protón sea rectilínea.
e=1'6-100""C; m, =1'7-10-7 kg
FISICA. 2022. RESERVA 1. EJERCICIO B1"
fisica,2022,Campo eléctrico y magnético,Reserva 1,Ejercicio B2,"a) Una espira conductora circular y un conductor rectilíneo, muy largo, se encuentran en el
mismo plano. El hilo está recorrido por una corriente eléctrica de intensidad constante.
Razone, con ayuda de un esquema, qué sentido tendrá la corriente inducida sobre la espira si:
i) la espira se mueve perpendicularmente al hilo, acercándose; ii) la espira se mueve paralela al
hilo, en el sentido de su corriente.
b) El lado móvil de la espira rectangular de la figura, de longitud a =0'15 m, se mueve con una
velocidad constante de 0'2 m-s-' dentro de un campo magnético uniforme de módulo igual a
2 T. La resistencia eléctrica de la espira es igual a 50 Q, independientemente de su tamaño.
Calcule: i) la f.e.m. inducida; ii) la intensidad de corriente y razone, con la ayuda de un
esquema, el sentido de la corriente inducida.
FISICA. 2022. RESERVA 1. EJERCICIO B2"
fisica,2022,Campo eléctrico y magnético,Reserva 2,Ejercicio B1,"a) i) Realice un esquema justificado de las líneas de campo y las superficies equipotenciales
creadas por una carga puntual negativa y ii) explique cómo varían el campo y el potencial
eléctrico en función de la distancia a dicha carga.
b) Dos partículas idénticas con carga q=-2-10"" C está fijas en los puntos A(1,0)m y
B(1,2) m. Determine en el punto C(2,1) m: i) el vector campo eléctrico y ii) el potencial
eléctrico. K =9-10? Nm?C>
FISICA. 2022. RESERVA 2. EJERCICIO B1"
fisica,2022,Campo eléctrico y magnético,Reserva 2,Ejercicio B2,"a) Dos partículas cargadas son lanzadas con la misma velocidad en una dirección
perpendicular a un campo magnético uniforma. i) Deduzca razonadamente la expresión del
radio de la trayectoria. ii) Sabiendo que la masa de la primera es diez veces mayor y su carga es
el doble que la de la segunda, calcule la razón entre las frecuencias de sus movimientos.
b) Un conductor rectilíneo muy largo está situado en el eje OZ y está recorrido por una
corriente I=2'5A en sentido positivo del mismo. Responda a las siguientes cuestiones
apoyándose en esquemas para completar los razonamientos. i) Determine la fuerza (vector) que
actúa sobre una carga q=3:-10-* C, que se encuentra en el eje OX en el punto x=0'05 m y
1
tiene una velocidad de módulo 5-10% m-s-' en sentido positivo del eje OX. ii) Un segundo
conductor idéntico al anterior se dispone paralelamente al primero y corta al eje OX en
x=0'15m. Calcule la intensidad que debe recorrer este segundo conductor (indicando su
sentido) para que la carga no sufra fuerza.
h, =47:107 T.m- A7
FISICA. 2022. RESERVA 2. EJERCICIO B2"
fisica,2022,Campo eléctrico y magnético,Reserva 3,Ejercicio B1,"a) Dos cargas positivas de valor q y 4q se encuentran separadas una distancia d. i) Explique,
con ayuda de un esquema, si puede ser nulo el campo eléctrico en algún punto del segmento
que las une. ii) En caso afirmativo, determine dicho punto en función de la distancia d.
b) Dos partículas con cargas q,=-2-10-* C y q,=8-10* C están situadas en los puntos
A(3,0) m y B(-3,0) m, respectivamente. Calcule: i) el punto, cerca de las dos cargas, donde se
anula el campo eléctrico y ii) el potencial eléctrico en el punto P(0,0) m.
K=9-10 Nm?C”
FISICA. 2022. RESERVA 3. EJERCICIO B1"
fisica,2022,Campo eléctrico y magnético,Reserva 3,Ejercicio B2,"a) Razone la veracidad o falsedad de la siguiente afirmación: En una espira conductora plana
dispuesta con su plano perpendicular a un campo magnético de módulo B=a-t”, siendo a una
constante y t el tiempo, se genera una corriente inducida constante.
b) Una espira cuadrada de 0%15 m de lado, con sus lados paralelos a los ejes OX y OY, se mueve
con velocidad constante de 0'05 m-s-'
en sentido positivo del eje OX en una región donde hay
un campo magnético uniforme y constante dirigido en sentido positivo del eje OZ. El módulo
del campo es 10 T para x>0 y nulo para x<0. La espira procede de la región donde no hay
campo y empieza a entrar en la región donde hay campo en el instante t=0s. i) Calcule,
ayudándose de un esquema, la expresión para el flujo del campo magnético y represéntelo
entre t=0 y t=5s. ii) Determine el valor de la f.e.m. inducida en la espira y represente su
módulo entre t=0 y t=5s.
FISICA. 2022. RESERVA 3. EJERCICIO B2"
