year,subject,topic,exam,exercise,exercise_type
2007,química,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2007,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (reactivo limitante)
2007,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2007,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2007,química,cantidad_quimica,Reserva 4,Ejercicio 6 Opción A,estequiometría (reactivo limitante)
2007,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2007,química,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2007,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (reactivo limitante)
2007,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2007,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2007,química,cantidad_quimica,Reserva 4,Ejercicio 6 Opción A,estequiometría (reactivo limitante)
2007,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2007,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Junio,Ejercicio 5 Opción A,estequiometría (riqueza)
2006,química,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2006,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 1,Ejercicio 5 Opción B,disoluciones
2006,química,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 4,Ejercicio 4 Opción A,cantidad química
2006,química,cantidad_quimica,Reserva 4,Ejercicio 6 Opcion A,estequiometría (riqueza)
2006,química,cantidad_quimica,Septiembre,Ejercicio 4 Opción A,cantidad química
2006,química,cantidad_quimica,Junio,Ejercicio 5 Opción A,estequiometría (riqueza)
2006,química,cantidad_quimica,Junio,Ejercicio 5 Opción B,disoluciones
2006,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 1,Ejercicio 5 Opción B,disoluciones
2006,química,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2006,química,cantidad_quimica,Reserva 4,Ejercicio 4 Opción A,cantidad química
2006,química,cantidad_quimica,Reserva 4,Ejercicio 6 Opcion A,estequiometría (riqueza)
2006,química,cantidad_quimica,Septiembre,Ejercicio 4 Opción A,cantidad química
2005,química,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2005,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2005,química,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2005,química,cantidad_quimica,Reserva 4,Ejercicio 5 Opcion A,disoluciones
2005,química,cantidad_quimica,Reserva 4,Ejercicio 5 Opción B,estequiometría (riqueza)
2005,química,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (reactivo limitante)
2005,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2005,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2005,química,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2005,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2005,química,cantidad_quimica,Reserva 4,Ejercicio 5 Opcion A,disoluciones
2005,química,cantidad_quimica,Reserva 4,Ejercicio 5 Opción B,estequiometría (riqueza)
2005,química,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (reactivo limitante)
2005,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2004,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opcion A,disoluciones
2004,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,estequiometría (riqueza)
2004,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2004,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (riqueza)
2004,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Junio,Ejercicio 4 Opción A,cantidad química
2004,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opcion A,disoluciones
2004,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,estequiometría (riqueza)
2004,química,cantidad_quimica,Reserva 3,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2004,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2004,química,cantidad_quimica,Septiembre,Ejercicio 6 Opcióon A,estequiometría (riqueza)
2004,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Junio,Ejercicio 5 Opción A,disoluciones
2003,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (riqueza)
2003,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2003,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opcion A,cantidad química
2003,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Septiembre,Ejercicio 6 Opción A,estequiometría (riqueza)
2003,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Junio,Ejercicio 5 Opción A,disoluciones
2003,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción A,estequiometría (riqueza)
2003,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2003,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opcion A,cantidad química
2003,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2003,química,cantidad_quimica,Septiembre,Ejercicio 6 Opción A,estequiometría (riqueza)
2003,química,cantidad_quimica,Septiembre,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2002,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2002,química,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Reserva 2,Ejercicio 6 Opcióon A,disoluciones
2002,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opción A,cantidad química
2002,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Reserva 4,Ejercicio 5 Opción A,disoluciones
2002,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2002,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2002,química,cantidad_quimica,Junio,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2002,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Reserva 1,Ejercicio 4 Opción B,disoluciones
2002,química,cantidad_quimica,Reserva 2,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Reserva 2,Ejercicio 6 Opcióon A,disoluciones
2002,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opción A,cantidad química
2002,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción B,cantidad química
2002,química,cantidad_quimica,Reserva 4,Ejercicio 5 Opción A,disoluciones
2002,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2002,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2001,química,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2001,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opcióon A,disoluciones
2001,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2001,química,cantidad_quimica,Junio,Ejercicio 6 Opción A,estequiometría
2001,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opcióon A,disoluciones
2001,química,cantidad_quimica,Reserva 3,Ejercicio 5 Opción B,disoluciones
2000,química,cantidad_quimica,Junio,Ejercicio 2 Opcion A,cantidad química
2000,química,cantidad_quimica,Junio,Ejercicio 5 Opcióon A,estequiometría (rendimiento)
2000,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opcion A,cantidad química
2000,química,cantidad_quimica,Reserva 1,Ejercicio 6 Opcion A,disoluciones
2000,química,cantidad_quimica,Reserva 2,Ejercicio 4 Opción A,cantidad química
2000,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2000,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opción B,cantidad química
2000,química,cantidad_quimica,Reserva 3,Ejercicio 6 Opción B,estequiometría (riqueza)
2000,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción A,cantidad química
2000,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2000,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2000,química,cantidad_quimica,Junio,Ejercicio 2 Opcion A,cantidad química
2000,química,cantidad_quimica,Junio,Ejercicio 5 Opcióon A,estequiometría (rendimiento)
2000,química,cantidad_quimica,Reserva 1,Ejercicio 2 Opcion A,cantidad química
2000,química,cantidad_quimica,Reserva 1,Ejercicio 6 Opcion A,disoluciones
2000,química,cantidad_quimica,Reserva 2,Ejercicio 4 Opción A,cantidad química
2000,química,cantidad_quimica,Reserva 2,Ejercicio 5 Opción B,disoluciones
2000,química,cantidad_quimica,Reserva 3,Ejercicio 4 Opción B,cantidad química
2000,química,cantidad_quimica,Reserva 3,Ejercicio 6 Opción B,estequiometría (riqueza)
2000,química,cantidad_quimica,Reserva 4,Ejercicio 2 Opción A,cantidad química
2000,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción A,estequiometría (riqueza)
2000,química,cantidad_quimica,Septiembre,Ejercicio 5 Opción B,disoluciones
2024,química,cinetica,Reserva 1,Ejercicio B2,cálculo de unidades de la constante de velocidad
2023,química,cinetica,Reserva 1,Ejercicio B6,cálculo del valor de la constante cinética o la velocidad de reacción
2023,química,cinetica,Reserva 2,Ejercicio B6,verdadero o falso
2022,química,cinetica,Junio,Ejercicio B2,cálculo de unidades de la constante de velocidad
2022,química,cinetica,Reserva 4,B6,cálculo del valor de la constante cinética o la velocidad de reacción
2021,química,cinetica,Reserva 1,Ejercicio B6,verdadero o falso
2021,química,cinetica,Reserva 4,Ejercicio B2,cálculo del valor de la constante cinética o la velocidad de reacción
2020,química,cinetica,Reserva 4,Ejercicio B2,verdadero o falso
2020,química,cinetica,Septiembre,B6,cálculo del valor de la constante cinética o la velocidad de reacción
2019,química,cinetica,Reserva 1,Ejercicio 4 Opción B,verdadero o falso
2019,química,cinetica,Reserva 3,Ejercicio 3 Opción A,cálculo del valor de la constante cinética o la velocidad de reacción
2018,química,cinetica,Reserva 2,Ejercicio 4 Opción B,verdadero o falso
2018,química,cinetica,Reserva 4,Ejercicio 3 Opción A,cálculo del valor de la constante cinética o la velocidad de reacción
2017,química,cinetica,Reserva 3,Ejercicio 3 Opción A,verdadero o falso
2017,química,cinetica,Septiembre,Ejercicio 4 Opción B,cálculo de unidades de la constante de velocidad
2015,química,cinetica,Junio,Ejercicio 4 Opción A,verdadero o falso
2015,química,cinetica,Reserva 2,Ejercicio 3 Opción B,factores que afectan a la velocidad
2014,química,cinetica,Septiembre,Ejercicio 3 Opción B,verdadero o falso
2013,química,cinetica,Junio,Ejercicio 3 Opción B,cálculo del valor de la constante cinética o la velocidad de reacción
2012,química,cinetica,Septiembre,Ejercicio 3 Opción B,
2011,química,cinetica,Reserva 1,Ejercicio 3 Opción B,factores que afectan a la velocidad
2010,química,cinetica,Reserva 2,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2009,química,cinetica,Junio,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2008,química,cinetica,Septiembre,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2007,química,cinetica,Junio,Ejercicio 3 Opción B,verdadero o falso
2006,química,cinetica,Septiembre,Ejercicio 3 Opción B,cálculo de unidades de la constante de velocidad
2005,química,cinetica,Junio,Ejercicio 3 Opción B,verdadero o falso
2004,química,cinetica,Junio,Ejercicio 3 Opción B,factores que afectan a la velocidad
2003,química,cinetica,Reserva 3,Ejercicio 3 Opción B,
2002,química,cinetica,Reserva 3,Ejercicio 3 Opción B,verdadero o falso
2001,química,cinetica,Junio,Ejercicio 3 Opción B,
2001,química,cinetica,Reserva 3,Ejercicio 3 Opción B,
2000,química,cinetica,Reserva 1,Ejercicio 4 Opción B,
2000,química,cinetica,Reserva 2,Ejercicio 3 Opción B,verdadero o falso
2025,,conf_electronica,Julio,Ejercicio 1A,verdadero o falso
2025,,conf_electronica,Julio,Ejercicio 1B,posición(periodo y grupo)
2025,,conf_electronica,Junio,Ejercicio 1A,posición(periodo y grupo)
2025,,conf_electronica,Reserva 1,Ejercicio 1A,posición(periodo y grupo)
2025,,conf_electronica,Reserva 2,Ejercicio 1A,números cuánticos
2024,,conf_electronica,Julio,Ejercicio B1,ion estable
2024,,conf_electronica,Julio,Ejercicio B4,propiedades periódicas
2024,,conf_electronica,Junio,Ejercicio B1,verdadero o falso
2024,,conf_electronica,Junio,Ejercicio B4,posición(periodo y grupo)
2024,,conf_electronica,Reserva 1,Ejercicio B1,números cuánticos
2024,,conf_electronica,Reserva 2,Ejercicio B2,isoelectrónicos
2024,,conf_electronica,Reserva 3,Ejercicio B1,electrón diferenciador
2024,,conf_electronica,Reserva 3,Ejercicio B2,verdadero o falso
2024,,conf_electronica,Reserva 4,Ejercicio B1,electrón diferenciador
2024,,conf_electronica,Reserva 4,Ejercicio B2,verdadero o falso
2023,,conf_electronica,Julio,Ejercicio B1,posición(periodo y grupo)
2023,,conf_electronica,Julio,Ejercicio B4,verdadero o falso
2023,,conf_electronica,Junio,Ejercicio B1,números cuánticos
2023,,conf_electronica,Junio,Ejercicio B2,verdadero o falso
2022,,conf_electronica,Julio,Ejercicio B1,electrón diferenciador
2022,,conf_electronica,Julio,Ejercicio B2,verdadero o falso
2022,,conf_electronica,Junio,Ejercicio B1,electrón diferenciador
2022,,conf_electronica,Reserva 1,Ejercicio B1,ion estable
2022,,conf_electronica,Reserva 1,Ejercicio B2,electrones desapareados
2022,,conf_electronica,Reserva 2,Ejercicio B1,verdadero o falso
2022,,conf_electronica,Reserva 2,Ejercicio B4,posición(periodo y grupo)
2022,,conf_electronica,Reserva 3,Ejercicio B1,números cuánticos
2022,,conf_electronica,Reserva 3,Ejercicio B4,posición(periodo y grupo)
2022,,conf_electronica,Reserva 4,Ejercicio B1,verdadero o falso
2022,,conf_electronica,Reserva 4,Ejercicio B2,propiedades periódicas
2021,,conf_electronica,Julio,Ejercicio B1,electrones desapareados
2021,,conf_electronica,Julio,Ejercicio B4,verdadero o falso
2021,,conf_electronica,Junio,Ejercicio B1,composición atómica
2021,,conf_electronica,Junio,Ejercicio B4,verdadero o falso
2021,,conf_electronica,Reserva 1,Ejercicio B1,verdadero o falso
2021,,conf_electronica,Reserva 1,Ejercicio B2,propiedades periódicas
2021,,conf_electronica,Reserva 2,Ejercicio B1,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2021,,conf_electronica,Reserva 2,Ejercicio B2,isoelectrónicos
2021,,conf_electronica,Reserva 3,Ejercicio B1,electrón diferenciador
2021,,conf_electronica,Reserva 3,Ejercicio B2,verdadero o falso
2021,,conf_electronica,Reserva 4,Ejercicio B1,verdadero o falso
2020,,conf_electronica,Junio,B1,números cuánticos
2020,,conf_electronica,Junio,B4,posición(periodo y grupo)
2020,,conf_electronica,Reserva 1,Ejercicio B1,posición(periodo y grupo)
2020,,conf_electronica,Reserva 1,Ejercicio B2,verdadero o falso
2020,,conf_electronica,Reserva 2,Ejercicio B1,especies isoelectrónicas (Na+ y Ne)
2020,,conf_electronica,Reserva 2,Ejercicio B2,verdadero o falso
2020,,conf_electronica,Reserva 3,Ejercicio B1,ion estable
2020,,conf_electronica,Reserva 3,Ejercicio B4,propiedades periódicas
2020,,conf_electronica,Reserva 4,Ejercicio B1,propiedades periódicas
2020,,conf_electronica,Septiembre,B1,ion estable
2020,,conf_electronica,Septiembre,B2,posición(periodo y grupo)
2019,,conf_electronica,Junio,Ejercicio 2 Opción A,números cuánticos
2019,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,propiedades periódicas
2019,,conf_electronica,Reserva 1,Ejercicio 2 Opción B,ion estable
2019,,conf_electronica,Reserva 2,Ejercicio 2 Opcion A,verdadero o falso
2019,,conf_electronica,Reserva 2,Ejercicio 2 Opción B,verdadero o falso
2019,,conf_electronica,Reserva 3,Ejercicio 2 Opción B,electrón diferenciador
2019,,conf_electronica,Reserva 4,Ejercicio 2 Opción A,propiedades periódicas
2019,,conf_electronica,Reserva 4,Ejercicio 2 Opción B,electrón diferenciador
2019,,conf_electronica,Septiembre,Ejercicio 2 Opcion A,isoelectrónicos
2018,,conf_electronica,Junio,Ejercicio 2 Opción A,propiedades periódicas
2018,,conf_electronica,Junio,Ejercicio 2 Opción B,verdadero o falso
2018,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,energía de orbitales
2018,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,verdadero o falso
2018,,conf_electronica,Reserva 2,Ejercicio 2 Opción B,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2018,,conf_electronica,Reserva 3,Ejercicio 2 Opción A,números cuánticos
2018,,conf_electronica,Reserva 4,Ejercicio 2 Opción B,energía de orbitales
2018,,conf_electronica,Septiembre,Ejercicio 2 Opción A,propiedades periódicas
2018,,conf_electronica,Septiembre,Ejercicio 2 Opción B,electrón diferenciador
2017,,conf_electronica,Junio,Ejercicio 2 Opción A,propiedades periódicas
2017,,conf_electronica,Junio,Ejercicio 2 Opción B,electrón diferenciador
2017,,conf_electronica,Reserva 1,Ejercicio 2 Opción A,números cuánticos
2017,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,posición(periodo y grupo)
2017,,conf_electronica,Reserva 3,Ejercicio 2 Opción B,electrón diferenciador
2017,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,verdadero o falso
2017,,conf_electronica,Reserva 4,Ejercicio 2 Opción B,verdadero o falso
2017,,conf_electronica,Septiembre,Ejercicio 2 Opcion A,especies isoelectrónicas (Na+ y Ne)
2017,,conf_electronica,Septiembre,Ejercicio 2 Opción B,verdadero o falso
2016,,conf_electronica,Junio,Ejercicio 2 Opción B,números cuánticos
2016,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,verdadero o falso
2016,,conf_electronica,Reserva 2,Ejercicio 3 Opción B,electrones desapareados
2016,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,propiedades periódicas
2016,,conf_electronica,Septiembre,Ejercicio 2 Opcion A,ion estable
2015,,conf_electronica,Junio,Ejercicio 3 Opción B,electrones desapareados
2015,,conf_electronica,Reserva 1,Ejercicio 2 Opción B,posición(periodo y grupo)
2015,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,verdadero o falso
2015,,conf_electronica,Reserva 3,Ejercicio 2 Opción A,especies isoelectrónicas (Na+ y Ne)
2015,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,ion estable
2015,,conf_electronica,Septiembre,Ejercicio 2 Opción A,números cuánticos
2014,,conf_electronica,Junio,Ejercicio 2 Opcion A,posición(periodo y grupo)
2014,,conf_electronica,Reserva 1,Ejercicio 2 Opcióon A,verdadero o falso
2014,,conf_electronica,Reserva 2,Ejercicio 3 Opción B,electrón diferenciador
2014,,conf_electronica,Reserva 3,Ejercicio 2 Opción B,ion estable
2014,,conf_electronica,Reserva 4,Ejercicio 2 Opción A,verdadero o falso
2014,,conf_electronica,Septiembre,Ejercicio 2 Opción A,posición(periodo y grupo)
2013,,conf_electronica,Junio,Ejercicio 2 Opcion A,propiedades periódicas
2013,,conf_electronica,Reserva 1,Ejercicio 3 Opción B,ion estable
2013,,conf_electronica,Reserva 2,Ejercicio 2 Opcion A,ion estable
2013,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,propiedades periódicas
2013,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,electrones desapareados
2013,,conf_electronica,Septiembre,Ejercicio 2 Opción B,posición(periodo y grupo)
2012,,conf_electronica,Junio,Ejercicio 3 Opción B,verdadero o falso
2012,,conf_electronica,Reserva 1,Ejercicio 2 Opción B,posición(periodo y grupo)
2012,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,propiedades periódicas
2012,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,composición atómica
2012,,conf_electronica,Reserva 4,Ejercicio 2 Opcióon A,posición(periodo y grupo)
2012,,conf_electronica,Septiembre,Ejercicio 2 Opción A,posición(periodo y grupo)
2011,,conf_electronica,Junio,Ejercicio 2 Opción A,energías de ionización de cationes
2011,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,posición(periodo y grupo)
2011,,conf_electronica,Reserva 2,Ejercicio 3 Opción B,electrones desapareados
2011,,conf_electronica,Reserva 3,Ejercicio 2 Opción B,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2011,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,propiedades periódicas
2011,,conf_electronica,Septiembre,Ejercicio 2 Opcióon A,ion estable
2010,,conf_electronica,Junio,Ejercicio 3 Opción B,isoelectrónicos
2010,,conf_electronica,Reserva 1,Ejercicio 2 Opción B,ion estable
2010,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,isoelectrónicos
2010,,conf_electronica,Reserva 3,Ejercicio 2 Opción A,números cuánticos
2010,,conf_electronica,Reserva 4,Ejercicio 2 Opcióon A,ion estable
2010,,conf_electronica,Septiembre,Ejercicio 2 Opción A,energías de ionización de cationes
2009,,conf_electronica,Junio,Ejercicio 2 Opción A,energías de ionización de cationes
2009,,conf_electronica,Reserva 1,Ejercicio 2 Opción A,ion estable
2009,,conf_electronica,Reserva 2,Ejercicio 3 Opción B,composición atómica
2009,,conf_electronica,Reserva 3,Ejercicio 2 Opción B,verdadero o falso
2009,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,isoelectrónicos
2009,,conf_electronica,Septiembre,Ejercicio 2 Opción A,números cuánticos
2008,,conf_electronica,Junio,Ejercicio 2 Opción A,isoelectrónicos
2008,,conf_electronica,Reserva 1,Ejercicio 2 Opcion B,composición atómica
2008,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,verdadero o falso
2008,,conf_electronica,Reserva 3,Ejercicio 3 Opción B,posición(periodo y grupo)
2008,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,verdadero o falso
2008,,conf_electronica,Septiembre,Ejercicio 2 Opción A,propiedades periódicas
2007,,conf_electronica,Junio,Ejercicio 2 Opción A,propiedades periódicas
2007,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,números cuánticos
2007,,conf_electronica,Reserva 2,Ejercicio 2 Opción B,verdadero o falso
2007,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,posición(periodo y grupo)
2007,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,composición atómica
2007,,conf_electronica,Septiembre,Ejercicio 3 Opción B,posición(periodo y grupo)
2006,,conf_electronica,Junio,Ejercicio 2 Opción B,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2006,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,posición(periodo y grupo)
2006,,conf_electronica,Reserva 2,Ejercicio 3 Opción B,propiedades periódicas
2006,,conf_electronica,Reserva 3,Ejercicio 2 Opción A,especies isoelectrónicas (Na+ y Ne)
2006,,conf_electronica,Reserva 4,Ejercicio 2 Opción A,especies isoelectrónicas (Na+ y Ne)
2006,,conf_electronica,Septiembre,Ejercicio 2 Opcion A,electrones desapareados
2005,,conf_electronica,Junio,Ejercicio 2 Opción A,posición(periodo y grupo)
2005,,conf_electronica,Reserva 1,Ejercicio 3 Opción B,especies isoelectrónicas (Na+ y Ne)
2005,,conf_electronica,Reserva 2,Ejercicio 2 Opcióon A,números cuánticos
2005,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,electrones desapareados
2005,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,energía de orbitales
2005,,conf_electronica,Septiembre,Ejercicio 2 Opción A,posición(periodo y grupo)
2004,,conf_electronica,Junio,Ejercicio 2 Opcióon A,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2004,,conf_electronica,Reserva 1,Ejercicio 2 Opcion A,electrones desapareados
2004,,conf_electronica,Reserva 2,Ejercicio 2 Opción A,números cuánticos
2004,,conf_electronica,Reserva 3,Ejercicio 2 Opción A,especies isoelectrónicas (Na+ y Ne)
2004,,conf_electronica,Reserva 4,Ejercicio 3 Opción B,propiedades periódicas
2004,,conf_electronica,Septiembre,Ejercicio 2 Opcion A,propiedades periódicas
2003,,conf_electronica,Junio,Ejercicio 2 Opción A,números cuánticos
2003,,conf_electronica,Reserva 1,Ejercicio 2 Opción A,números cuánticos
2003,,conf_electronica,Reserva 2,Ejercicio 2 Opción B,posición(periodo y grupo)
2003,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,propiedades periódicas
2003,,conf_electronica,Reserva 4,Ejercicio 3 Opción B,ion estable
2003,,conf_electronica,Septiembre,Ejercicio 2 Opción A,posición(periodo y grupo)
2002,,conf_electronica,Junio,Ejercicio 2 Opción A,propiedades periódicas
